,Name,Street,City,Location,status,sic
1005213,THE HOUSEHOLD HELPER LTD,"1 ARCUS ROAD, ",BROMLEY,BR14NN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1006685,THE LAUNDEREASY GROUP LIMITED,"KEMP HOUSE, 160 CITY ROAD",LONDON,EC1V2NX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1006686,THE LAUNDERETTE SERVICES LIMITED,"49 KING HENRYS WALK, ",LONDON,N14NH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1006687,THE LAUNDRETTE LONDON LIMITED,"603 GREEN LANES, ",LONDON,N80RE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1006689,THE LAUNDRETTE-FERME PARK LIMITED,"2 FERME PARK ROAD, ",LONDON,N44ED,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1006690,THE LAUNDRY BAG LIMITED,"THE LAUNDRY BAG 138 PUTNEY HIGH STREET, PUTNEY",LONDON,SW151RR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1006696,THE LAUNDRY PEOPLE LIMITED,"49D SOUTH END, ",CROYDON,CR01BF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1006697,THE LAUNDRY ROOM (LAPAL) LTD,"495 GREEN LANES, ",PALMERS GREEN,N134BS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1006699,THE LAUNDRY SHOP (UK) LTD,"20-22 WENLOCK ROAD, ",LONDON,N17GU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1007191,THE LINEN GROUP LTD,"BASEMENT, 272A, ELGIN AVENUE",LONDON,W91JR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1007322,THE LITTLE IRONING AND DRY CLEANING SHOP LTD,"7 STATION ROAD, ",SUTTON,SM26BG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1007667,THE LONDON DRY CLEANING COMPANY LIMITED,"519 A FINCHLEY ROAD, ",LONDON,NW37BB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1008122,THE LOUNGE LAUNDRY LTD,"UNIT 1, FOREST HOUSE BUSINESS CENTRE, 8, GAINSBOROUGH ROAD",LONDON,E111HT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1008415,THE MAMOU CLEANING SERVICES LTD,"FLAT 5, 596 RAINHAM ROAD SOUTH",DAGENHAM,RM108YP,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
1011026,THE PERFECT SHIRT DRY CLEANERS LTD,"309 HOE STREET, WALTHAMSTOW",LONDON,E179BG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1014194,THE SPECIALIST ECO CLEANERS LTD,"214 TOOTING HIGH STREET, ",LONDON,SW170SG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1015303,THE TIMELESS LAUNDRY LIMITED,"58 LOCKESLEY DRIVE, ",ORPINGTON,BR52AF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1016405,THE WASH HOUSE (LONDON) LIMITED,"117 MERTON ROAD, ",LONDON,SW191ED,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1017834,THELONDONDRYCLEANERS.COM LIMITED,"144 TENNISON ROAD, ",LONDON,SE255NE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1020868,THOUGHTFUL SERVICES LIMITED,"70 SHIRLEY ROAD, ",CROYDON,CR07EP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1021319,THREE SAINTS LIMITED,"PARK ACCOUNTS, 1 APPROACH ROAD",RAYNES PARK,SW208BA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1022634,TIDY DRY CLEANING LTD,"482 CALEDONIAN ROAD, ",LONDON,N79RP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1023990,TIME DRY CLEANERS LTD,"188 PHILIP LANE, ",LONDON,N154JW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1024769,TINA SERVICE LIMITED,"7 ARRAGON ROAD, ",LONDON,E61QN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1025534,TISSU LAUNDRY LTD,"99 CUMBERLAND ROAD, ",LONDON,E138LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1025766,TITIEL LIMITED,"335 STRONE ROAD, ",LONDON,E126TW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1026331,TKACEVA TRADING LIMITED,"8, NORTHCOTE APARTMENTS 1A, NORTHCOTE AVENUE",LONDON,W53UQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1027355,TMS CLEANERS LIMITED,"266 SHERWOOD PARK AVENUE, ",SIDCUP,DA159JN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1028627,TOLLINGTON LAUNDERETTE LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1029153,TOMHILL LTD,"FLAT B, 184 WALM LANE",LONDON,NW23AX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1030257,TOP CHOICE DRY CLEANERS LIMITED,"11 JOHN PRINCES STREET, ",LONDON,W1G0JR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1030270,TOP CLASS DRYCLEANERS LIMITED,"131 HIGH STREET, ",RUISLIP,HA48JY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1030363,TOP DRYCLEANERS UK LIMITED,"196 HIGH ROAD, ",LONDON,N228HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1030530,TOP KAT DRY CLEANERS LTD,"510 LONDON ROAD, ",THORNTON HEATH,CR77HQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1030538,TOP LAUNDRY LTD,"77 MILSON ROAD, WEST KENSINGTON",LONDON,W140LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1030632,TOP NOTCH DRY CLEANERS LIMITED,"1ST FLOOR SCOTTISH PROVIDENT HOUSE, 76-80 COLLEGE ROAD",HARROW,HA11BQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1030702,TOP PRESS (UK) LTD,"555-557 CRANBROOK ROAD, ",ILFORD,IG26HE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1030831,TOP TAILS LTD,"37 YORK ROAD, ",ILFORD,IG13AD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1031175,TOPHAT DRYCLEANERS (ISLEWORTH) LIMITED,"487 LONDON ROAD, ",ISLEWORTH,TW74BX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1031176,TOPHAT DRYCLEANERS (UK) LIMITED,"487 LONDON ROAD, ",ISLEWORTH,TW74BX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1033253,TOUCH OF CLASS DRY CLEANERS (PVT) LIMITED,"67 GEORGE LANE, SOUTH WOODFORD",LONDON,E181JJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1033254,TOUCH OF CLASS DRY CLEANING LTD,"67 GEORGE LANE, SOUTH WOODFORD",LONDON,E181JJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1033760,TOWER BRIDGE DRY CLEANERS LIMITED,"110 TOWER BRIDGE ROAD, ",LONDON,SE13NG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1034208,TOWN TO TOWN CLEANERS LIMITED,"2ND FLOOR, 26 CHICHELE ROAD",LONDON,NW23DA,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
1035990,TRADING EXPERTS LTD,"122A WEST GREEN ROAD, ",LONDON,N155AA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1039481,TREND DRY CLEANERS LTD,"118 CLAPHAM HIGH STREET, ",LONDON,SW47UH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1044305,TRYUS DRY CLEANERS LIMITED,"771 LONDON ROAD, ",HOUNSLOW,TW31RS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1044359,TS DRY CLEANERS LTD,"57 STROUD GREEN ROAD, ",LONDON,N43EG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1045474,TUDOR DRY CLEANING SERVICES LIMITED,"172 TUDOR DRIVE, ",KINGSTON UPON THAMES,KT25QG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1046034,TUMBLES LIMITED,"310 SOMERSET GARDENS, WHITE HART LANE",LONDON,N178HD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1046113,TUNE LAUNDRY LIMITED,"FLAT 161, NAPIER HOUSE, ",LONDON,W37FL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1046564,TURN'EM CLEAN LTD,"174 BOUNCES ROAD, ",LONDON,N98LA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1046829,TURNPIKE LAUNDERETTE LIMITED,"COOPERS HOUSE, 65A WINGLETYE LANE",HORNCHURCH,RM113AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1047237,TUXEDO EXPRESS LIMITED,"CHEDWORTH NO. 20, COOMBE LANE WEST",KINGSTON UPON THAMES,KT27BX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1048318,TWINS DRY CLEANING (PENGE) LIMITED,"THE FOLD, 114 STATION ROAD",SIDCUP,DA157AE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1049306,TYLMARSH LTD,"13 WHITES ROW, LONDON",LONDON,E17NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1049429,TYPEFAVOUR TRADING LIMITED,"11-12 BELMONT PARADE, GREEN LANE",CHISLEHURST,BR76AN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1052309,UK DRYCLEANERS LTD,"UNIT4, ADDISON INDUSTRIAL ESTATE, 702B FIELD END ROAD",RUISLIP,HA40QP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1053344,UK LAUNDRY BOX LTD,"209 LEY STREET, ",ILFORD,IG14BL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1053407,UK LINEN & LAUNDRY LIMITED,"UNIT 12 ABBEVILLE MEWS 88, CLAPHAM PARK ROAD",LONDON,SW47BX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1057396,UNICORN DRY CLEANERS LTD,"91 STREATHAM HILL, ",LONDON,SW24UD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1058225,UNIQUE CLEANING & MAINTENANCE SOLUTION LTD,"SUITE 165, 88 LOWER MARSH",LONDON,SE17AB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1059292,UNITED LAUNDRY SERVICES LTD,"80A ASHFIELD STREET, ",LONDON,E12BJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1059868,UNIVERSAL DRY CLEANING LTD,"205 UPPER RICHMOND ROAD, ",LONDON,SW156SQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1060182,UNIVERSAL SHEDS LTD,"21 GOLDEN SQUARE, ",LONDON,W1F9JN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1061467,UPPER TAPE LIMITED,"12 AMNER ROAD, ",LONDON,SW116AA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1061637,UPSTAIRS DOWNSTAIRS CONTRACTORS LIMITED,"SUTHERLAND HOUSE SECOND FLOOR, 70-78 WEST HENDON BROADWAY",LONDON,NW97ER,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1061746,UPTOWN DRYCLEANERS LIMITED,"115 ROSENDALE ROAD, DULWICH",LONDON,SE218EZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1062069,URBAN DRY CLEANERS LIMITED,"25 BETHECAR ROAD, ",HARROW,HA11SE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1062273,URBAN LAUNDRY LIMITED,"25 BETHECAR ROAD, ",HARROW,HA11SE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1062967,URNAMMO UK LIMITED,"22 COOMBE ROAD, ",KINGSTON UPON THAMES,KT27AG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1065879,VALENTIN ODZHAKOV LTD,"16 ROSEBANK GROVE, ",LONDON,E176RD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1065958,VALENTINO ALTERATIONS LTD,"1 LOWER JOHN STREET, ",LONDON,W1F9DT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1066098,VALETTE DRY CLEANING SERVICES LTD,"49 DURHAM ROAD, ",HARROW,HA14PF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1066274,VALIT VITE LTD,"13 WHITES ROW, ",LONDON,E17NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1066620,VALTINA'S LIMITED,"DOSHI ACCOUNTANTS LTD 6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1067341,VANGUARD CLEANING LIMITED,"THE STABLE YARD, NIGHTINGALE ROAD",CARSHALTON,SM52DN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1067408,VANHOVEN LTD,"25 MINTER ROAD, ",BARKING,IG110TH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1067663,"VANSTON DRYCLEANERS, TAILORING & DESIGN LTD","77 MILSON ROAD, WEST KENSINGTON",LONDON,W140LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1067664,VANSTON DRYCLEANING & LAUNDRY LIMITED,"C/O MURUGESU & ASSOCIATES, 77 MILSON ROAD",WEST KENSINGTON,W140LH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
1068275,VARLEY LIMITED,"19 PARK GROVE, EDGWARE",MIDDLESEX,HA87SH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1068898,VAUXHALL SPECIALIST DRY CLEANERS LIMITED,"340 KENNINGTON LANE, ",LONDON,SE115HY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1072313,VERONICA SERVICES LTD,"67 COBDEN ROAD, ",LONDON,E113PE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1072392,VERSATIL LIMITED,"2A HIGH STREET HIGH STREET, SOUTH NORWOOD",LONDON,SE256EP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1074600,VICTORIA DRY CLEANER LIMITED,"21 EBURY BRIDGE ROAD, VICTORIA",LONDON,SW1W8QX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1075901,VIKING DRY CLEANERS LTD,"74 BEDFORD HILL, ",LONDON,SW129HR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1077036,VINTAGE CLEANERS LTD,"22 JULIETTE ROAD, PLAISTOW",LONDON,E130DL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1077224,VIO LIMITED,"1 BLAKE HOUSE, WATERSIDE",ADMIRALS WAY,E149UJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1077972,VIRK DRY CLEANING SERVICES LIMITED,"5 ICKENHAM ROAD, ",RUISLIP,HA47BT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1080345,VIVALINK MANAGEMENT LIMITED,"143 EMPIRE AVENUE, EDMONTON",LONDON,N181AP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1080526,VIVID LAUNDRY LIMITED,"22 SOUTH EALING ROAD, ",LONDON,W54QA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1083559,VSZ DRY CLEANERS LTD,"25 BALHAM HIGH ROAD, ",LONDON,SW129AL,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
1084094,VYP LTD,"14 TAVISTOCK AVENUE, ",LONDON,E176HR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1085049,W14 DIVA DRY CLEANERS LTD,"13 WHITES ROW, ",LONDON,E17NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1085196,W9 DRY CLEANERS & LAUNDERETTE LTD,"5 LAUDERDALE PARADE, LAUDERDALE ROAD, ",LONDON,W91LU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1086474,WALLINGTON CLEANERS LTD,"165 STAFFORD ROAD, WALLINGTON",SURREY,SM69BT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1087038,WALWORTH DRY CLEANERS LIMITED,"THE FOLD, 114 STATION ROAD",SIDCUP,DA157AE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1087297,WANG CLEANERS LTD,"53 LUDLOW CT, PARK ROAD EAST",ACTON,W38UN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1087461,WAPPING CLEANING LIMITED,"64A WAPPING LANE, ",LONDON,E1W2RL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1088532,WASH EXPRESS LIMITED,"67 PLASHET GROVE, EAST HAM",LONDON,E61AD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1088538,WASH THEM ALL SERVICES LTD,"39 MAC DONALD AVENUE, DAGENHAM, ",LONDON,RM107DJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1088578,WASHWEAR SERVICES LIMITED,"14 ELTHAM ROAD, ",LONDON,SE128TF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1089024,WATERFALL CLEANING SERVICES LTD,"227 WOODHOUSE ROAD, WOODHOUSE ROAD",LONDON,N129BD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1089192,WATERLOO DRY CLEANING LIMITED,"80 THE CUT, ",LONDON,SE18LW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1089281,WATERMANS THE CLEANERS LIMITED,"16 SOUTH END, ",CROYDON,CR01DN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1089645,WATSON & SON TAILORS LTD,"10 BOAR CLOSE, 160 LONDON ROAD",CHIGWELL,IG74DR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1090078,WAY 2 KLEEN LTD,"97 WEMBLEY PARK DRIVE, ",WEMBLEY,HA98HF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1091265,WE LOVE LAUNDRY LIMITED,"1 LANGMEAD STREET, WEST NORWOOD",LONDON,SE270DL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1092088,WEBBALOES LIMITED,"102 LEE HIGH ROAD, LONDON",LONDON,SE135PT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1092545,WEBSTOR LIMITED,"UNIT 3, 10-17 SEVEN WAYS PARADE, WOODFORD AVENUE",ILFORD,IG26JX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1093566,WELL DRESSED DRY CLEANERS LTD,"10 CLAYBURY BROADWAY, ",ILFORD,IG50LQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1093608,WELL LAUNDERED LIMITED,"2 MALVERN ROAD, ",SURBITON,KT67UQ,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
1095512,WEST GREEN DRYCLEANERS LIMITED,"64 WEST GREEN ROAD, TOTTENHAM",LONDON,N155NR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1095533,WEST HAM DRY CLEANERS LIMITED,"UNIT 3-4 WEST HAM STATION, MEMORIAL AVENUE",LONDON,E153BN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1095603,WEST HORNDON DRY CLEANING SERVICES LTD,"286B CHASE ROAD, SOUTHGATE",LONDON,N146HF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1095645,WEST KENSINGTON DRYCLEANERS LTD,"13 WHITES ROW, ",LONDON,E17NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1095664,WEST LAUNDRY LTD,"198 BROADHURST GARDENS, ",LONDON,NW63AY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1096131,WEST WICKHAM LAUNDERETTE LIMITED,"LYNWOOD HOUSE, CROFTON ROAD",ORPINGTON,BR68QE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1096192,WESTARM LIMITED,"106 HIGH STREET HIGH STREET, WHITTON",TWICKENHAM,TW27LN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1096404,WESTCLIFF CLEANERS LTD,"C/O GOODMEN LTD, 10 CRAWFORD PLACE",LONDON,W1H5NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1096620,WESTERN DRY CLEANERS LIMITED,"496 GREAT WEST ROAD, ",HOUNSLOW,TW50TE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1096808,WESTFIELD DRY CLEANERS LIMITED,"51 HEMSTAL ROAD, ",LONDON,NW62AD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1097838,WETCARE LIMITED,"FIRST FLOOR, 10 HAMPDEN SQUARE",LONDON,N145JR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1097927,WEXEL LIMITED,"BBK PARTNERSHIP, VICTORS WAY",BARNET,EN55TZ,Liquidation,96010 - Washing and (dry-)cleaning of textile and fur products
1098826,WHETSTONE DRYCLEANERS LTD,"C/O C A PITTS & CO, OMNIBUS BUSINESS PARK CENTRE",39-41 NORTH ROAD,N79DP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1099214,WHITE BUBBLES LTD,"205 UPPER RICHMOND ROAD, ",LONDON,SW156SQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1099252,WHITE CITY LAUNDERETTE & DRY CLEANERS LTD,"93 BLOEMFONTEIN ROAD, WHITE CITY",LONDON,W127DA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1099527,WHITE KNIGHT LAUNDRY SERVICES LTD.,"15 CANADA SQUARE, ",LONDON,E145GL,In Administration,96010 - Washing and (dry-)cleaning of textile and fur products
1099575,WHITE LILLY DRY CLEANING LIMITED,"25C OSIERS ROAD, ",LONDON,SW181NL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1099740,WHITE ROSE DRY CLEANING AND LAUNDRIES LTD,"EUROPA HOUSE, HANGER LANE",LONDON,W51DP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1099749,WHITE ROSE LAUNDRIES LIMITED,"5/6 SCHOOL ROAD, ",LONDON,NW106TD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1099838,WHITE SWAN DRY CLEANERS LIMITED,"5 THE PARADE, HOLDERS HILL ROAD",LONDON,NW71LY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1099858,WHITE TOWN LIMITED,"8 CROMWELL CENTRE, 32 THAMES ROAD",BARKING,IG110HZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1100243,WHITELEYS CLEANERS LIMITED,"1-3 RAVENSWOOD CRESCENT, ",WEST WICKHAM,BR40JH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1100244,WHITELEYS CLEANING COMPANY LIMITED,"7 HILLVIEW STUDIOS 160 ELTHAM HILL, ELTHAM",LONDON,SE95EA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1100310,WHITEROSE D LIMITED,"LAXMI HOUSE, 2-B DRAYCOTT AVENUE",KENTON,HA30BU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
1100561,WHITSTERS OF CHELSEA LIMITED (THE),"13-15 ELYSTAN STREET, CHELSEA",LONDON,SW33NT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
