,Name,Street,City,Location,status,sic
589415,LAUNDRYD2D LIMITED,"130 OLD STREET, ",LONDON,EC1V9BD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
589416,LAUNDRYHEAP LIMITED,"1-3 BRIXTON ROAD, OFFICE 3.39, CANTERBURY COURT",LONDON,SW96DE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
589417,LAUNDRYREPUBLIC LTD,"UNITS 22-23 GRANGE MILLS, WEIR ROAD",LONDON,SW120NE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
589418,LAUNDRYS WORK LTD,"3 FOURTH WAY, WEMBLEY",LONDON,HA90LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
589420,LAUNDRYUNITED LTD,"KEMP HOUSE, 160 CITY ROAD",LONDON,EC1V2NX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
589421,LAUNDRYWORKS T/AS FIVE STAR LTD,"UNIT 14, FOURTH WAY",WEMBLEY,HA90LH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
589906,LAVANDO LTD,"41 FORTIS GREEN, ",LONDON,N29JL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
589968,LAVENDER FRESH LTD,"92 HULVERSTON CLOSE, ",SUTTON,SM26TZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
589969,LAVENDER FRESH SERVICES LTD,"92 HULVERSTON CLOSE, ",SUTTON,SM26TZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
591018,LAZER DRY CLEANERS LTD,"144B LOWER ROAD, ROTHERITHE",LONDON,SE162UG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
592664,LEABRIDGE LAUNDERETTE LIMITED,"155A WEST GREEN ROAD, ",LONDON,N155EA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
593226,LEAFY OTFORD DRY CLEANERS LTD,"13 WHITES ROW, ",LONDON,E17NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
594736,LEEJOY LAUNDERETTES LIMITED,"THE COUNTING HOUSE 247 IMPERIAL DRIVE, RAYNERS LANE",HARROW,HA27HE,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
596255,LEMAN DRYCLEANERS LIMITED,"23 WOODFORD AVENUE, ",ILFORD,IG26UF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
596357,LEMON DRY CLEANERS LTD,"229 MAIDA VALE, ",LONDON,W91QJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
597180,LEON'S DRY CLEANERS LIMITED,"266 VAUXHALL BRIDGE ROAD, ",LONDON,SW1V1BB,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
597181,LEON'S VICTORIA DRY CLEANERS LTD,"11 KIMBERLEY AVENUE, ",LONDON,E63BE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
597434,LEOPOLD DRY CLEANERS LTD,"176 FRANCISCAN ROAD, TOOTING",LONDON,SW178HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
598562,LEVEL 21 LTD,"62 GALE STREET, ",DAGENHAM,RM94PA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
599681,LEYLAS DRY CLEANERS LIMITED,"582 RAINHAM ROAD SOUTH, DAGENHAM",ESSEX,RM107XD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
599700,LEYSHILL LIMITED,"1 BLAKE HOUSE, WATERSIDE, ADMIRALS WAY",LONDON,E149UJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
599730,LEYTON LINEN SERVICES LIMITED,"UNIT 2, REYNOLDS AVENUE",LONDON,E126JS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
599736,LEYTON ONE HOUR LIMITED,"228 HIGH ROAD, ",LEYTON,E105PS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
600036,LGB ASSOCIATES LIMITED,"C/O SANSONZ UK LTD 410 HORNS ROAD, BARKINGSIDE",ILFORD,IG61BT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
603319,LILA DRYCLEANERS LTD,"77 MILSON ROAD, WEST KENSINGTON",LONDON,W140LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
603607,LILLYWHITE DRY CLEANERS LTD,"171 BALLARDS LANE, FINCHLEY",LONDON,N31LP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
603738,LILY'S LAUNDRETTE LTD,"129 STATION ROAD, ",HENDON,NW44NJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
603749,LILYCRAFT LIMITED,"424 RICHMOND ROAD, KINGSTON UPON THAMES",SURREY,KT25PU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
603931,LIME DRYCLEANERS LTD,"7 WESTMORELAND HOUSE, CUMBERLAND PARK 80 SCRUBS LANE",LONDON,NW106RE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
605188,LINEN EXPRESS LIMITED,"32 BENBOW WAYE, ",UXBRIDGE,UB82EY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
606096,LINTON DRY CLEANERS LTD,"3 COTFORD PARADE, BRIGSTOCK ROAD",THORNTON HEATH,CR77JG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
609893,LJ'S PRESSGANG LTD,"THE LONG LODGE 265-269 KINGSTON ROAD, WIMBLEDON",LONDON,SW193NW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
610080,LK DRY CLEANERS LTD,"109 HIGH STREET, ",WEST WICKHAM,BR40LT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
610308,LLAUNDRYWORKS LTD,"14 FOURTH WAY, WEMBLEY",LONDON,HA90LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
614670,LONDON BRIDGE DRY CLEANERS LTD,"228 BOROUGH HIGH STREET, ",LONDON,SE11JX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
615096,LONDON CITY DRY CLEANERS LIMITED,"504 COMMERCIAL ROAD, ",LONDON,E10HY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
615721,LONDON DRYCLEANERS LTD,"43 UPTON LANE, ",LONDON,E79PA,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
616640,LONDON HOSPITALITY LINEN LIMITED,"24 BEDFORD ROW, ",LONDON,WC1R4TQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
617085,LONDON LINEN HIRE LIMITED,"73 BRAMPTON GROVE, ",HARROW,HA38LE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
618082,LONDON QUALITY TAILORING LTD,"1 LOWER JOHN STREET, ",LONDON,W1F9DT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
618623,LONDON SOUTHALL LIMITED,"434 LADY MARGARET ROAD, SOUTHALL",MIDDLESEX,UB12NN,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
618637,LONDON SPARKLE LIMITED,"24 CHEPSTOW CORNER, CHEPSTOW PLACE, ",LONDON,W24XE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
619201,LONDON VALET CLEANERS LTD,"227 SHAKESPEARE CRESCENT, ",LONDON,E126NA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
619939,LONG LANE LAUNDRY LTD,"29 NEW BROADWAY, ",HILLINGDON,UB100LL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
621170,LORDS DRY CLEANERS LIMITED,"DOSHI ACCOUNTANTS LTD 6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
621213,LORDSHIP DRY CLEANERS LIMITED,"1ST FLOOR, GIBSON HOUSE 800 HIGH ROAD, HIGH ROAD",TOTTENHAM,N170DH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
622948,LOVE2LAUNDRY LTD,"LOVE2LAUNDRY, 42 ALBION STREET",LONDON,SE167JQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
625719,LUCKY DRY CLEANERS LTD,"157 CRANBROOK ROAD, ",ILFORD,IG14TA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
626072,LUCY WHITE LTD,"FOFRAME HOUSE, 35 - 37 BRENT STREET",LONDON,NW42EF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
626149,LUDIAN 76 LIMITED,"62 GALE STREET, ",DAGENHAM,RM94PA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
627765,LUX DRY CLEANERS LIMITED,"69 GRAYS INN ROAD, ",LONDON,WC1X8TP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
628302,LUXURY DRY CLEANERS LTD,"148 BOLEYN ROAD, ",LONDON,N168BN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
628364,LUXURY LAUNDRETTE LIMITED,"LUXURY LAUNDERETTE, 450 HORNSEY ROAD",LONDON,N194EE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
628449,LUXURY SHOE CLEANSER LIMITED,"UNIT 312, 153-159 BOW ROAD",LONDON,E32SE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
630120,M & H DRY CLEANERS LTD,"257 OLD KENT ROAD, ",LONDON,SE15LU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
630319,M & M SONS DRYCLEANERS LTD,"321 KENNINGTON ROAD, ",LONDON,SE114QE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
631895,M TEAL LIMITED,"68 GOLDHAWK ROAD, ",LONDON,W128HA,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
632480,M&N WASHERIA LTD,"7 STATION ROAD, ",LONDON,N32SB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
633699,M.W. DRYCLEANING LIMITED,"35 QUEENSWAY, LONDON",LONDON,W24QJ,Liquidation,9301 - Wash & dry clean textile & fur
636200,MADAME GEORGE LIMITED,"227 WEST END LANE, ",LONDON,NW61XJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
636774,MADINAH DRYCLEANERS LTD,"47 WOODGRANGE ROAD, FOREST GATE",LONDON,E78BA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
637640,MAGIC BUBBLES LTD,"418 HIGH ROAD, ",TOTTENHAM,N179JB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
637840,MAGIC TOUCH (HAVERHILL) LIMITED,"291 GREEN LANES, ",LONDON,N134XS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
638486,MAGOSA LIMITED,"55 WELL HALL ROAD, ",LONDON,SE96SZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
638961,MAHROOF DRY CLEANING LIMITED,"2 CHEAM ROAD, ",SUTTON,SM11SR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
639794,MAISON VERT LTD,"20-22 WENLOCK ROAD, ",LONDON,N17GU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
641491,MALHI LINEN LIMITED,"KEMP HOUSE, 160 CITY ROAD",LONDON,EC1V2NX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
644317,MANOR HOUSE DRYCLEANERS & LAUNDERERS LIMITED,"6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
647823,MARINA DRY CLEANERS LTD,"UNIT 8, THE WILLOW DISTRICT CENTRE, 8 JOLLY LANE",HAYES,UB49NS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
651439,MARTIN-SONYA LTD,"5 HAINAULT ROAD, CHADWELL HEATH",ROMFORD,RM66BJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
652166,MARYLAND DRY-CLEANERS LTD,"8 LEYTONSTONE ROAD, ",LONDON,E151SE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
653319,MASTER JOHN DRY CLEANERS LIMITED,"5 MERTON PARK PARADE, LONDON",LONDON,SW193NT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
653474,MASTERCLEAN DRYCLEANERS LIMITED,"294 MERTON ROAD, ",SOUTHFIELDS,SW185JW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
653634,MASTERS DRY CLEANERS LTD,"190 BILLET ROAD, LONDON",LONDON,E175DX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
657301,MAYDA LIMITED,"393 HIGH ROAD, LEYTON",LONDON,E105NA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
657479,MAYFAIR COBBLERS LIMITED,"6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
657519,MAYFAIR DRY CLEANERS & TAILORS LTD,"18 HALF MOON STREET, ",LONDON,W1J7BF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
657520,MAYFAIR DRY CLEANERS LIMITED,"118 CLAPHAM HIGH STREET, ",LONDON,SW47UH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
658115,MAYPAUL LTD,"58 LOWER DOWNS ROAD, ",LONDON,SW208QQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
661848,MDT LAUNDERETTE LIMITED,"7 BILTON ROAD, PERIVALE",GREENFORD,UB67AY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
662231,MEADS LAUNDERETTE LIMITED,"1 WARNER HOUSE, HARROVIAN BUSINESS VILLAGE",BESSBOROUGH ROAD,HA13EX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
666198,MELBURY DRY CLEANERS LIMITED,"24 ORCHARD AVENUE, LONDON",LONDON,N33NL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
668300,MERCURY DRY CLEANERS LIMITED,"502 EDGWARE ROAD, MAIDA VALE",LONDON,W21EJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
670639,METRO DRY CLEANERS LIMITED,"91 ENGEL PARK, ",MILL HILL,NW72HN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
670640,METRO DRYCLEANING LONDON LTD,"176 FRANCISCAN ROAD, TOOTING",LONDON,SW178HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
670699,METRO LAUNDERERS & DRYCLEANERS LIMITED,"UNIT 5,, 23-35 GORST ROAD",LONDON,NW106LE,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
670700,METRO LAUNDRETTE & DRY CLEANERS LIMITED,"91 ENGEL PARK, ",MILL HILL,NW72HN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
672714,MHA ENTERPRISES LTD,"30 HAMPTON ROAD WEST, ",FELTHAM,TW136AY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
673252,MIASHIRE LIMITED,"102 LEE HIGH ROAD, LONDON",LONDON,SE135PT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
673400,MICH LAUNDRY SERVICES LIMITED,"FLAT 7, TREFOIL HOUSE",ERITH,DA184BH,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
674163,MICHIGAN CLEANERS (LEWISHAM) LIMITED,"413 CROYDON ROAD, BECKENHAM",KENT,BR33PP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
674165,MICHIGAN LAUNDRETTE LIMITED,"8 PINNER VIEW, HARROW",MIDDLESEX,HA14QA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
675971,MIHTEL LTD,"85 ORCHARD ROAD, ",DAGENHAM,RM109PU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
676445,MILAN DRY CLEANING SERVICES LTD,"50 KENILWORTH GARDENS, ",HAYES,UB40AY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
677023,MILKA 77 LTD,"20 KINFAUNS ROAD, ",ILFORD,IG39QL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
677440,MILLENNIUM FALCON LTD,"15-13 ELYSTAN STREET, ",LONDON,SW33NU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
677806,MILLIGAN STREET TRADING LIMITED,"THE RETREAT, 406 RODING LANE SOUTH",WOODFORD GREEN,IG88EY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
680147,MINT LAUNDRY SERVICES LIMITED,"10 HESTON INDUSTRIAL MALL, CHURCH ROAD, ",HOUNSLOW,TW50LD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
680151,MINT LINEN LTD,"32 WOODSTOCK GROVE, SHEPHERDS BUSH",LONDON,W128LE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
680157,MINT MOBILE CARWASH LTD,"2 GAINSBOROUGH GARDENS, ",LONDON,NW119BL,Active,96010 - Washing and (dry-)cleaning of textile and fur products
680384,MIOARA LTD,"35C WALMER TERRACE, ",LONDON,SE187ED,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
680556,MIRACLE DRY CLEANING & LAUNDRY LTD,"9 GLOUCESTER ROAD, KENSINGTON",LONDON,SW74PP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
681748,MISTDALE LIMITED,"64 MALVERN DRIVE, WOODFORD GREEN",ESSEX,IG80JP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
683439,MK CLEANING LIMITED,"33 MELROSE AVENUE MELROSE AVENUE, ROOM 5",LONDON,NW24LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
683440,MK CLEANING SOLUTIONS LTD,"81 PORTLAND CRESCENT, ",GREENFORD,UB69EX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
683541,MK LAUNDRY REPAIRS & SERVICES LIMITED,"334 - 336 GOSWELL ROAD, ",LONDON,EC1V7RP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
684667,MMBS  DRY CLEANING LIMITED,"153 ST POULS AVENUE, 153 ST PAULS AVENUE",HARROW,HA39PT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
686633,MODERN LAUNDRY & DRY CLEANERS LTD,"196 GROUND FLOOR DAWES ROAD, FULHAM",LONDON,SW67RQ,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
688390,MONARCH DRY CLEANERS AND LAUNDRETTE LTD,"80 CLAPHAM PARK ROAD, CLAPHAM",LONDON,SW47BX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
688669,MONEETA LTD,"73 HILL RISE, ",GREENFORD,UB68PE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
689085,MONIJAI LIMITED,"9 ASHBOURNE PARADE, FINCHLEY ROAD",LONDON,NW110AD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
689821,MONTAGU'S LIMITED,"YORK HOUSE, 1 SEAGRAVE ROAD",LONDON,SW61RP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
690675,MOON G D LTD,"109 RUCKHOLT ROAD, ",LEYTON,E105NT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
690840,MOONLIGHT DRY CLEANERS LTD,"151 LOWER RICHMOND ROAD, ",LONDON,SW151EZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
690853,MOONLIGHT LINEN SERVICES LIMITED,"54-68 LITTLE ILFORD LANE, MANOR PARK",LONDON,E125ND,Active,96010 - Washing and (dry-)cleaning of textile and fur products
692984,MORRIS DRY CLEANERS LTD,"16 CHURCH LANE, ",LEYTONSTONE,E111HG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
697891,MS DRY CLEANERS & LAUNDRY LTD,"155A WEST GREEN ROAD, ",LONDON,N155EA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
697892,MS DRY CLEANERS LTD,"MAE HOUSE, 96 GEORGE LANE",SOUTH WOODFORD,E181AD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
700698,MUMS DRY CLEANERS LTD,"227 WOODHOUSE ROAD, ",LONDON,N129BD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
700700,MUMS LAUNDRY,"227 WOODHOUSE ROAD, ",LONDON,N129BD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
701493,MUSA AL MALIK LTD,"20 CHURCH STREET, ",STRATFORD,E153HX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
703820,MY LAUNDRY ROOM LIMITED,"UNIT 6, TOWN HALL APPROACH ROAD",LONDON,N154RX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
703821,MY LAUNDRY SERVICE LTD,"1 COLLEGE YARD, 56 WINCHESTER AVENUE",LONDON,NW67UA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
706287,N S Z (LONDON) LTD,"54 NEW ROAD, ",ILFORD,IG38AT,Active,96010 - Washing and (dry-)cleaning of textile and fur products
706717,N.K. CLEANERS LIMITED,"6TH FLOOR, AMP HOUSE, DINGWALL ROAD",CROYDON,CR02LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
707647,NAGINA CLEANERS LTD,"11 GREYHOUND ROAD, ",LONDON,W68NH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
708217,NALA ROSE LTD,"BENTINCK HOUSE, BENTINCK ROAD",WEST DRAYTON,UB77RQ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
708996,NAMIN LIMITED,"28 FLAT 9 FITZJOHNS AVE, ",LONDON,NW35NB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
709153,NANCY DRYCLEANERS LTD,"77 MILSON ROAD, WEST KENSINGTON",LONDON,W140LH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
710092,NAS MANAGEMENT LIMITED,"FIRST FLOOR ROXBURGHE HOUSE, 273-287 REGENT STREET",LONDON,W1B2HA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
710453,NATALI 2013 LIMITED,"21 LINDISFARNE ROAD, ",DAGENHAM,RM82RA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
711690,"NATURAL NAILS, TANNING & BEAUTY LIMITED","355A BARKING ROAD, EAST HAM",LONDON,E61LA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
712261,NAVEED DRY CLEANERS LTD,"176 COVENTRY ROAD, ",ILFORD,IG14RG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
712262,NAVEED LAUNDRY SERVICES LTD,"130 BARKING ROAD, ",EAST HAM,E63BD,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
713400,ND DRY CLEANING LIMITED,"VICTORIA HOUSE, 18 DALSTON GARDENS",STANMORE,HA71BU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
713844,NEATCO LTD,"14 PELDON WALK, POPHAM STREET",LONDON,N18QS,Active,96010 - Washing and (dry-)cleaning of textile and fur products
713849,NEATEX LTD,"165 PRIORY ROAD, ",LONDON,N88NB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
717659,NEW AGE LAUNDRY LTD,"UNIT 8, HESTON INDUSTRIAL MALL, CHURCH ROAD",HOUNSLOW,TW50LD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
717715,NEW ARISTOCRAT DRYCLEANERS LTD,"26A MORTIMER STREET, ",LONDON,W1W7RJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
717971,NEW CHAMBIO DRY CLEANERS LIMITED,"173 HOLLOWAY ROAD, ",LONDON,N78LX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
718021,NEW CITY DRY CLEANER LIMITED,"82 BELL STREET, ",LONDON,NW16SP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
718282,NEW EMBASSY DRY CLEANERS LTD,"THE COURT BUILDING, 1 MARKET STREET",LONDON,SE186FU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
718343,NEW ERA DRY CLEANERS LIMITED,"187 LOWER CLAPTON ROAD, ",LONDON,E58EG,Active,96010 - Washing and (dry-)cleaning of textile and fur products
718563,NEW GOLDSTITCHES LIMITED,"NEW GOLD STITCHES DRY CLEANING, 287 NORTHFIELD AVENUE",LONDON,W54XB,Active,96010 - Washing and (dry-)cleaning of textile and fur products
718620,NEW HERITAGE DRY CLEANERS LTD,"93 ST. JOHN'S HILL, ",LONDON,SW111SY,Active,96010 - Washing and (dry-)cleaning of textile and fur products
718818,NEW LAUNDRY DAYS LTD,"1 MILLER CLOSE, COLLIER ROW",ROMFORD,RM52EN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
719048,NEW MERIT DRYCLEANER LTD,"48 BILTON ROAD, PERIVALE",GREENFORD,UB67DH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
719470,NEW STAR DRY CLEANERS LIMITED,"250 KINGSHILL AVENUE, ",HAYES,UB48BZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
719807,NEW WORLD DRY CLEANING LTD,"144 NEW CROSS ROAD, ",NEW CROSS GATE,SE145BA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
723163,NIAZI LTD,"28 A HIGH STREET, ",THORNTON HEATH,CR78LE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
724287,NICOLSON DRY CLEANERS LIMITED,"10 RIDGWAY, RIDGWAY",LONDON,SW194QN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
725030,NIKI H LTD,"21 LINDISFARNE ROAD, ",DAGENHAM,RM82RA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
725235,NIKSAN LIMITED,"107 KEMPTON ROAD, ",LONDON,E62NF,Active,96010 - Washing and (dry-)cleaning of textile and fur products
726436,NIP TUCK LTD,"57 BRAEMAR AVENUE, ",LONDON,N227AR,Active,96010 - Washing and (dry-)cleaning of textile and fur products
726990,NIVA (UK) LIMITED,"UNIT 3 CEDAR COURT, 1 ROYAL OAK YARD",LONDON,SE13GA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
728046,NN MAINTENENCE LIMITED,"604 SCHRIER ROPEWORKS 1 ARBORETUM PLACE, BARKING",LONDON,IG117GU,Active,96010 - Washing and (dry-)cleaning of textile and fur products
728802,NOBLE CLEAN LIMITED,"61 CAMROSE AVENUE, ",EDGWARE,HA86EW,Active,96010 - Washing and (dry-)cleaning of textile and fur products
730397,NOOR FOUR LIMITED,"TALBOT HOUSE, IMPERIAL DRIVE",HARROW,HA27HH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
732622,NORTHOLT LAUNDRETTE LTD,"12 MANDEVILLE ROAD, ",NORTHOLT,UB55BJ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
733788,NOURZAI LAUNDRETTE LTD,"22 HILLTOP AVENYE, ",LONDON,NW108RZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
733951,NOVA KLEAN (WALTON) LIMITED,"52A SPRING GROVE ROAD, ",HOUNSLOW,TW34BN,Active,96010 - Washing and (dry-)cleaning of textile and fur products
735019,NPN DRYCLEANERS LTD,"8 PINNER VIEW, ",HARROW,HA14QA,Active,96010 - Washing and (dry-)cleaning of textile and fur products
735410,NS DRY CLEANERS LIMITED,"69 GRAY'S INN ROAD, ",LONDON,WC1X8TP,Active,96010 - Washing and (dry-)cleaning of textile and fur products
737066,NURAY DRYCLEANERS LIMITED,"98 SEVEN SISTERS ROAD, ISLINGTON",LONDON,N76AE,Active,96010 - Washing and (dry-)cleaning of textile and fur products
739215,O2 CLEANYNG LTD,"KEMP HOUSE, 160 CITY ROAD",LONDON,EC1V2NX,Active,96010 - Washing and (dry-)cleaning of textile and fur products
739446,OAK ROAD DRYCLEANERS LTD,"1 OAK ROAD, ",ROMFORD,RM30PH,Active,96010 - Washing and (dry-)cleaning of textile and fur products
740292,OAKWOOD QUALITY DRYCLEANERS LTD,"213 BRAMLEY ROAD, OAKWOOD",LONDON,N144XA,Active - Proposal to Strike off,96010 - Washing and (dry-)cleaning of textile and fur products
741466,OCEAN LAUNDRETTE LTD,"19 STATION PARADE, UXBRIDGE ROAD",LONDON,W53LD,Active,96010 - Washing and (dry-)cleaning of textile and fur products
742887,ODOMO LTD,"59-60 THE MARKET SQUARE, ",LONDON,N90TZ,Active,96010 - Washing and (dry-)cleaning of textile and fur products
