,name,address_1,address_2,post_town,postcode,sic_code_1,lat,long,borough
2430,SUSHI KIOSK LTD,16 STATION TERRACE,,LONDON,NW105RX,56102 - Unlicensed restaurants and cafes,51.533970000000004,-0.21949000000000002,Brent
2431,JSS CATERING LTD,18 MORTIMER ROAD,,LONDON,NW105QP,56102 - Unlicensed restaurants and cafes,51.531928,-0.218892,Brent
2432,THE RAAZ RESTAURANT LTD,1034A HARROW ROAD,,LONDON,NW105NN,56102 - Unlicensed restaurants and cafes,51.531178000000004,-0.23048400000000002,Brent
2433,CAFE ROSSIO LIMITED,1100 HARROW ROAD,,LONDON,NW105NL,56102 - Unlicensed restaurants and cafes,51.531981,-0.23245700000000002,Brent
2434,ALFIES RESTAURANT (UK) LTD,833 HARROW ROAD,,LONDON,NW105NH,56102 - Unlicensed restaurants and cafes,51.532344,-0.235067,Hammersmith and Fulham
2435,SAFARI RESTAURANT UK LIMITED,135-137 HIGH STREET,,LONDON,NW104TR,56102 - Unlicensed restaurants and cafes,51.535338,-0.243444,Brent
2436,WOODYS FOOD LTD,133 HIGH STREET,HARLESDEN,LONDON,NW104TR,56102 - Unlicensed restaurants and cafes,51.535338,-0.243444,Brent
2437,DUNIYA RESTAURANT LTD,234 HIGHT ST,,LONDON,NW104TD,56102 - Unlicensed restaurants and cafes,51.533195,-0.24083000000000002,Brent
2438,CIEL TAPAS LIMITED,214 HIGH STREET,,LONDON,NW104SY,56102 - Unlicensed restaurants and cafes,51.533821,-0.241844,Brent
2439,AFBARWAQO RESTAURANT LTD,134 HIGH STREET,,LONDON,NW104SP,56102 - Unlicensed restaurants and cafes,51.535447999999995,-0.244204,Brent
2440,SCOTTIES   ROASTERY LIMITED,"84, HIGH STREET",,LONDON,NW104SJ,56102 - Unlicensed restaurants and cafes,51.535699,-0.246544,Brent
2441,S QURESHI LTD,34C HIGH STREET,HARLESDEN,LONDON,NW104LS,56102 - Unlicensed restaurants and cafes,51.53607,-0.247914,Brent
2442,WEALDSTONE LTD,34C HIGH STREET,,LONDON,NW104LS,56102 - Unlicensed restaurants and cafes,51.53607,-0.247914,Brent
2443,CAMILIA LOUNGE LTD,36 PARK PARADE,,LONDON,NW104JE,56102 - Unlicensed restaurants and cafes,51.537186,-0.24238200000000001,Brent
2444,ARNIKA &CO LIMITED,26 CRAVEN PARK ROAD,,LONDON,NW104AB,56102 - Unlicensed restaurants and cafes,51.538278000000005,-0.249401,Brent
2445,ROUNDWOOD PARK CAFE LIMITED,ROUNDWOOD LODGE ROUNDWOOD PARK,HARLESDEN ROAD,LONDON,NW103SH,56102 - Unlicensed restaurants and cafes,51.541084999999995,-0.23792,Brent
2446,DONA BENTA LIMITED,FLAT 7 GEOFFREY JONES COURT 347-347 HARLESDEN ROAD,BRENT,LONDON,NW103RW,56102 - Unlicensed restaurants and cafes,51.540890999999995,-0.23596199999999998,Brent
2447,PIZZA BROS (KENSAL RISE) LTD,MR PIZZA 16 CHAMBERLAYNE ROAD,KENSAL RISE,LONDON,NW103JD,56102 - Unlicensed restaurants and cafes,51.530464,-0.216613,Brent
2448,WILLESDEN CAFE LTD,159 HIGH ROAD,,WILLESDEN,NW102SG,56102 - Unlicensed restaurants and cafes,51.547121000000004,-0.23283600000000002,Brent
2449,KADIRI FOODS LIMITED,26 HIGH RD,WILLESDEN,LONDON,NW102QD,56102 - Unlicensed restaurants and cafes,51.547554999999996,-0.22705,Brent
2450,PASTEL BRAZIL LIMITED,68 HIGH ROAD,,LONDON,NW102PU,56102 - Unlicensed restaurants and cafes,51.547309999999996,-0.228733,Brent
2451,WOOD FIRED PIZZERIA LIMITED,180 HIGH ROAD,,LONDON,NW102PB,56102 - Unlicensed restaurants and cafes,51.547606,-0.23505700000000002,Brent
2452,NY24 LTD,23A DUDDEN HILL LANE,,LONDON,NW102ET,56102 - Unlicensed restaurants and cafes,51.549595000000004,-0.23953400000000002,Brent
2453,E & H CAFE LIMITED,404 HIGH ROAD,,LONDON,NW102DS,56102 - Unlicensed restaurants and cafes,51.549254,-0.244196,Brent
2454,P2M COFFEE LIMITED,291 NEASDEN LANE,,LONDON,NW101QR,56102 - Unlicensed restaurants and cafes,51.56009,-0.25262199999999996,Brent
2455,SMM DINE LIMITED,113 GEARY ROAD,,LONDON,NW101HS,56102 - Unlicensed restaurants and cafes,51.553899,-0.23211199999999999,Brent
2456,EL SOMBRERO LIMITED,12 SONIA GARDENS,,LONDON,NW101AH,56102 - Unlicensed restaurants and cafes,51.557635,-0.244979,Brent
2457,COURTS QUALITY FOODS LIMITED,9 CENTRAL BUSINESS CENTRE,GREAT CENTRAL WAY,LONDON,NW100UR,56102 - Unlicensed restaurants and cafes,51.553892,-0.253105,Brent
2458,SMOOTH OPERATOR LIMITED,9 CENTRAL BUSINESS CENTRE,GREAT CENTRAL WAY,LONDON,NW100UR,56102 - Unlicensed restaurants and cafes,51.553892,-0.253105,Brent
2459,SPUDULIKE GROUP LTD,9 CENTRAL BUSINESS CENTRE,GREAT CENTRAL WAY,LONDON,NW100UR,56102 - Unlicensed restaurants and cafes,51.553892,-0.253105,Brent
2460,T & G FAST FOODS DEVELOPMENTS LIMITED,9 CENTRAL BUSINESS CENTRE,GREAT CENTRAL WAY,LONDON,NW100UR,56102 - Unlicensed restaurants and cafes,51.553892,-0.253105,Brent
2461,BIBLI LTD,27 BESANT WAY,,LONDON,NW100TZ,56102 - Unlicensed restaurants and cafes,51.550841,-0.265232,Brent
2462,HAPPY RESTAURANT LTD,486-488 NEASDEN LANE NORTH,WILLESDEN,LONDON,NW100DG,56102 - Unlicensed restaurants and cafes,51.562721,-0.257999,Brent
2463,GREENISH LONDON LIMITED,260 NEASDEN LANE,,LONDON,NW100AA,56102 - Unlicensed restaurants and cafes,51.55912,-0.249279,Brent
2464,LATYMER CAFE LTD,256 HASELBURY ROAD,,EDMONTON,N99TP,56102 - Unlicensed restaurants and cafes,51.624435999999996,-0.07389,Enfield
2465,REGENT FOOD SERVICES LTD,"LIBRA HOUSE, 66 CHURCH STREET",EDMONTON,LONDON,N99PA,56102 - Unlicensed restaurants and cafes,51.625372999999996,-0.063593,Enfield
2466,K L ADAMS LIMITED,5 BURY HALL VILLAS,"GREAT CAMBRIDGE ROAD,","LONDON,",N99LF,56102 - Unlicensed restaurants and cafes,51.633655,-0.070162,Enfield
2467,N4S LONDON LIMITED,269 CHURCH STREET,,LONDON,N99JA,56102 - Unlicensed restaurants and cafes,51.630586,-0.079309,Enfield
2468,N9 CAFE LTD,262 CHURCH STREET,,LONDON,N99HQ,56102 - Unlicensed restaurants and cafes,51.628190999999994,-0.07474299999999999,Enfield
2469,BLUE NILE FAMILY ENTERPRISE LIMITED,8 MARKET PARADE,WINCHESTER ROAD,LONDON,N99HF,56102 - Unlicensed restaurants and cafes,51.626369,-0.064591,Enfield
2470,SILVAS CAFE LTD,14 CHURCH STREET,,EDMONTON,N99DX,56102 - Unlicensed restaurants and cafes,51.625116,-0.061639,Enfield
2471,STATION9 COFFEE LTD,4 CHURCH STREET,EDMONTON,LONDON,N99DX,56102 - Unlicensed restaurants and cafes,51.625116,-0.061639,Enfield
2472,ALAMUT (UK) LTD,20 WESTERHAM AVENUE,EDMONTON,LONDON,N99BU,56102 - Unlicensed restaurants and cafes,51.621544,-0.080716,Enfield
2473,ALEX STAR LTD,20 WESTERHAM AVE,EDMONTON,LONDON,N99BU,56102 - Unlicensed restaurants and cafes,51.621544,-0.080716,Enfield
2474,BEST ZARA KEBABS LTD,20 WESTERHAM AVE,EDMONTON,LONDON,N99BU,56102 - Unlicensed restaurants and cafes,51.621544,-0.080716,Enfield
2475,EZMAN UK LIMITED,20 WESTERHAM AVENUE,,LONDON,N99BU,56102 - Unlicensed restaurants and cafes,51.621544,-0.080716,Enfield
2476,HAYDAR LTD,20 WESTERHAM AVE,EDMONTON,LONDON,N99BU,56102 - Unlicensed restaurants and cafes,51.621544,-0.080716,Enfield
2477,HOPPER AND BEAN LTD,20 WESTERHAM AVENUE,,LONDON,N99BU,56102 - Unlicensed restaurants and cafes,51.621544,-0.080716,Enfield
2478,J&JS SANDWICH BAR LIMITED,20 WESTERHAM AVENUE,,LONDON,N99BU,56102 - Unlicensed restaurants and cafes,51.621544,-0.080716,Enfield
2479,N'FES LTD,20 WESTERHAM AVE,EDMONTON,LONDON,N99BU,56102 - Unlicensed restaurants and cafes,51.621544,-0.080716,Enfield
2480,STAR (TAKEAWAY) LTD,20 WESTERHAM AVE,EDMONTON EDMONTON,LONDON,N99BU,56102 - Unlicensed restaurants and cafes,51.621544,-0.080716,Enfield
2481,NEGORO COFFEE LTD.,11A WARREN CLOSE,,LONDON,N98QE,56102 - Unlicensed restaurants and cafes,51.633417,-0.04169,Enfield
2482,EDA CATERING LTD,268 NIGHTINGALE ROAD,,EDMONTON,N98PP,56102 - Unlicensed restaurants and cafes,51.629933,-0.044152,Enfield
2483,ASTALET CATERING LTD,174 BOUNCES ROAD,,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2484,ASTALET LTD,174 BOUNCES ROAD,,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2485,CANO FAST FOOD LTD,174 BOUNCES ROAD,,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2486,CANTERBURY GRILL LTD,174 BOUNCES ROAD,,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2487,DOMDOM LTD,C/O 174 BOUNCES ROAD,,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2488,GULEY MEHMET & COMPANY LTD,C/O MONTAGU & CO.,174 BOUNCES ROAD,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2489,KENNINGTON PARK CAFE LTD,C/O 174 BOUNCES ROAD,,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2490,MAMI KEKAC LTD,C/O 174 BOUNCES ROAD,,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2491,REAL ITALIAN CAFFE LTD,MONTAGU & CO.,"174, BOUNCES ROAD",LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2492,STARBASE TRADING LIMITED,C/O 174 BOUNCES ROAD,,EDMONTON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2493,THATCHAM KEBABS LTD,174 BOUNCES ROAD,,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2494,THE BAR B-Q PIT LTD,174 BOUNCES ROAD,,LONDON,N98LA,56102 - Unlicensed restaurants and cafes,51.627807000000004,-0.047668,Enfield
2495,TAM SOFRA LTD,428 - 432 HERTFORD ROAD,,LONDON,N98AA,56102 - Unlicensed restaurants and cafes,51.636058,-0.05123,Enfield
2496,TURER LTD,428-432 HERTFORD ROAD,,LONDON,N98AA,56102 - Unlicensed restaurants and cafes,51.636058,-0.05123,Enfield
2497,HYDE CAFE LTD,305 HERTFORD ROAD,,LONDON,N97ET,56102 - Unlicensed restaurants and cafes,51.634446999999994,-0.05329299999999999,Enfield
2498,NAZLEJAN LIMITED,305 HERTFORD ROAD,,LONDON,N97ET,56102 - Unlicensed restaurants and cafes,51.634446999999994,-0.05329299999999999,Enfield
2499,RK COFFEE SHOP LTD,305 HERTFORD ROAD,,LONDON,N97ET,56102 - Unlicensed restaurants and cafes,51.634446999999994,-0.05329299999999999,Enfield
2500,ZOZAN LIMITED,305 HERTFORD ROAD,,LONDON,N97ET,56102 - Unlicensed restaurants and cafes,51.634446999999994,-0.05329299999999999,Enfield
2501,MELFORD VILLAGE TAKEAWAY LTD,187A HERTFORD ROAD,,LONDON,N97EP,56102 - Unlicensed restaurants and cafes,51.631728,-0.055274000000000004,Enfield
2502,ADALI LIMITED,99 HERTFORD ROAD,,LONDON,N97EE,56102 - Unlicensed restaurants and cafes,51.628654,-0.056446,Enfield
2503,ADA & MEMS LIMITED,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2504,ADAR CATERING LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2505,AHEK LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2506,ALICEMO LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2507,AMED RESTAURANT LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2508,APLACETOBE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2509,ASE FOOD LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2510,ATLANTIS CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2511,AVA CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2512,AZRABUGRA LIMITED,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2513,BAHCE LIMITED,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2514,BERCELAN LIMITED,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2515,BESEY LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2516,CAFE EYLUL LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2517,CAPITAL CAFE LIMITED,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2518,CEMOALI LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2519,COTHAM CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2520,DADINA LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2521,DEREN FOOD LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2522,EM RONALDO'S LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2523,GLADYATOR LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2524,HITCHIN LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2525,KOCAKOL FOOD LIMITED,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2526,KOFFO LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2527,LUNCHTIME CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2528,NEVIN'S CAFE LIMITED,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2529,OLD CAFE OF RAMSGATE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2530,PALMERSTON CAFE LTD,59-60 THE MARKET SQUARE,THE MARKET SQUARE,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2531,PARK VIEW CAFE 2013 LIMITED,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2532,PERA CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2533,ROSEHILL CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2534,SAGLAM LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2535,SANDY CAFE LIMITED,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2536,SELBY CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2537,SK MAURITIAN CATERING LIMITED,10 MARKEY SQUARE,,EDMONTON GREEN,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2538,STAR MEDYA LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2539,STARLAND CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2540,SUNBIRDS CATERING LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2541,TEMRAN CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2542,THE CAFE DOCK LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2543,THREE WAY CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2544,UCLER CAFE LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2545,VICKY'S SUSSEX LTD,59-60 THE MARKET SQUARE,,LONDON,N90TZ,56102 - Unlicensed restaurants and cafes,51.624155,-0.057924,Enfield
2546,MOR SU LIMITED,10 THE CONCOURSE,EDMONTON GREEN SHOPPING CENTRE,LONDON,N90TY,56102 - Unlicensed restaurants and cafes,51.624649,-0.059001,Enfield
2547,DOLCE PIAZZA LIMITED,2 THE CONCOURSE,EDMONTON GREEN SHOPPING CENTRE,LONDON,N90TQ,56102 - Unlicensed restaurants and cafes,51.624934,-0.058815,Enfield
2548,ADELLA LIMITED,285 FORE STREET,,LONDON,N90PD,56102 - Unlicensed restaurants and cafes,51.619347,-0.063546,Enfield
2549,BERNO LIMITED,GROUND FLOOR,285 FORE STREET,LONDON,N90PD,56102 - Unlicensed restaurants and cafes,51.619347,-0.063546,Enfield
2550,FERON LIMITED,GROUND FLOOR,285 FORE STREET,LONDON,N90PD,56102 - Unlicensed restaurants and cafes,51.619347,-0.063546,Enfield
2551,KERVAN CAFE LIMITED,293 FORE STREET,,LONDON,N90PD,56102 - Unlicensed restaurants and cafes,51.619347,-0.063546,Enfield
2552,LINDEL LIMITED,GROUND FLOOR,285 FORE STREET,LONDON,N90PD,56102 - Unlicensed restaurants and cafes,51.619347,-0.063546,Enfield
2553,ROSHAN RESTAURANTS LTD,373 FORE STREET,,LONDON,N90NR,56102 - Unlicensed restaurants and cafes,51.623073,-0.061553,Enfield
2554,SALOLAR LTD,365 FORE STREET,,LONDON,N90NR,56102 - Unlicensed restaurants and cafes,51.623073,-0.061553,Enfield
2555,CRUSTEE LTD,2 NORTH SQUARE,EDMONTON,LONDON,N90HW,56102 - Unlicensed restaurants and cafes,51.625694,-0.05637,Enfield
2556,OVERJET LIMITED,349 MONTAGU ROAD,,LONDON,N90EU,56102 - Unlicensed restaurants and cafes,51.62254,-0.04892,Enfield
2557,THE TEA SPACE LIMITED,30 TREGARON AVENUE,,LONDON,N89EY,56102 - Unlicensed restaurants and cafes,51.576414,-0.120343,Haringey
2558,RUYA LIMITED,130 CROUCH HILL,,LONDON,N89DY,56102 - Unlicensed restaurants and cafes,51.577042999999996,-0.12256900000000001,Haringey
2559,MIRANDA CCS LIMITED,28 BROADWAY PARADE,,LONDON,N89DB,56102 - Unlicensed restaurants and cafes,51.58135,-0.121395,Haringey
2560,COSHELI CURRY LIMITED,89 TOTTENHAM LANE,,LONDON,N89BE,56102 - Unlicensed restaurants and cafes,51.583979,-0.11601800000000001,Haringey
2561,CROUCH END CAFE LTD,40-41 TOPSFIELD PARADE,TOTTENHAM LANE,LONDON,N88PT,56102 - Unlicensed restaurants and cafes,51.581006,-0.122377,Haringey
2562,SYL'S CAFE LTD,316 PARK ROAD,,LONDON,N88LA,56102 - Unlicensed restaurants and cafes,51.586939,-0.13356500000000002,Haringey
2563,PAUSE CATERING LTD,COOLHURST LAWN TENNIS AND SQUASH CLUB,COOLHURST ROAD,LONDON,N88EY,56102 - Unlicensed restaurants and cafes,51.576642,-0.131245,Haringey
2564,SABLE DOR (MUSWELL HILL) LIMITED,43 THE BROADWAY,CROUCH END,LONDON,N88DT,56102 - Unlicensed restaurants and cafes,51.579892,-0.124155,Haringey
2565,SABLE DOR LIMITED,43 THE BROADWAY,CROUCH END,LONDON,N88DT,56102 - Unlicensed restaurants and cafes,51.579892,-0.124155,Haringey
2566,SIMPLY SUSHI DELIVERY LTD,18 CROUCH END HILL,,LONDON,N88AA,56102 - Unlicensed restaurants and cafes,51.577958,-0.12468199999999999,Haringey
2567,PRIORY PARK CAFE (UK) LTD,PRIORY PARK,PRIORY ROAD,HORNSEY,N87QT,56102 - Unlicensed restaurants and cafes,51.587375,-0.123081,Haringey
2568,GREEN HILL CAFE LTD,22 HIGH STREET,HORNSEY,LONDON,N87PB,56102 - Unlicensed restaurants and cafes,51.587107,-0.12078599999999999,Haringey
2569,THE INTREPID FORK LIMITED,38 HIGH STREET,,LONDON,N87NX,56102 - Unlicensed restaurants and cafes,51.587371000000005,-0.119473,Haringey
2570,TT HORNSEY LIMITED,28 HIGH STREET,,LONDON,N87NX,56102 - Unlicensed restaurants and cafes,51.587371000000005,-0.119473,Haringey
2571,K SP LEWIS AND SON LIMITED,78 HIGH STREET HIGH STREET,HORNSEY,LONDON,N87NU,56102 - Unlicensed restaurants and cafes,51.587551,-0.117228,Haringey
2572,OLD TOWN KEBABS LIMITED,632 GREEN LANES,,LONDON,N80SD,56102 - Unlicensed restaurants and cafes,51.585682,-0.100026,Haringey
2573,RENGINIM LIMITED,7 SALISBURY PROMENADE,GREEN LANES,LONDON,N80RX,56102 - Unlicensed restaurants and cafes,51.582741,-0.09947,Haringey
2574,LMS LONDON EDUCATION LTD,557 GREEN LANES,,LONDON,N80RL,56102 - Unlicensed restaurants and cafes,51.582636,-0.100027,Haringey
2575,SNUG ART CAFE LTD,549 GREEN LANES,,LONDON,N80RL,56102 - Unlicensed restaurants and cafes,51.582636,-0.100027,Haringey
2576,ORA CAFE UK LIMITED,ORA CAFE,UNIT A 581 GREEN LANES,HARINGEY,N80RG,56102 - Unlicensed restaurants and cafes,51.583870000000005,-0.100289,Haringey
2577,CAPITAL KAYA LIMITED,2 WELLINGTON TERRACE,TURNPIKE LANE,LONDON,N80PX,56102 - Unlicensed restaurants and cafes,51.590388,-0.10413199999999999,Haringey
2578,JOIN THE BUZZ LIMITED,20 TURNPIKE LANE,TURNPIKE LANE,LONDON,N80PT,56102 - Unlicensed restaurants and cafes,51.59013,-0.104651,Haringey
2579,GEORGE & VITOR LIMITED,36A TURNPIKE LANE,,LONDON,N80PS,56102 - Unlicensed restaurants and cafes,51.589877,-0.1059,Haringey
2580,DELICATE SANDWICHES LIMITED,294 WIGHTMAN ROAD,,LONDON,N80LT,56102 - Unlicensed restaurants and cafes,51.588285,-0.109214,Haringey
2581,BEST KEBAB (HEMEL HEMPSTEAD) LIMITED,40 WILLOUGHBY ROAD,,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2582,BUFFALO GRILL & CAFE LIMITED,40- WILLOUGHBY ROAD,,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2583,DK OTTO CATERING LTD,32 WILLOUGHBY ROAD,,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2584,DONER WORLD LTD,32 WILLOUGHBY ROAD,,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2585,ISTANBUL KEBAB & PIZZA LIMITED,40 WILLOUGHBY ROAD,,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2586,KIRVEM RESTAURANT LTD,32 WILLOUGHBY ROAD,,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2587,LUNA CAFE GRILL HOUSE LIMITED,W0 WILLOUGHBY ROAD,,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2588,MEANTIME CATERING LIMITED,32 WILLOUGHBY ROAD,HORNSEY,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2589,MIDDEYS (COCKFOSTERS) LTD,32 WILLOUGHBY ROAD,HORNSEY,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2590,PARADISE TAKEAWAY LIMITED,40 WILLOUGHBY ROAD,,LONDON,N80JG,56102 - Unlicensed restaurants and cafes,51.589812,-0.104055,Haringey
2591,GRILL 51 LTD,51 TURNPIKE LANE,,LONDON,N80EP,56102 - Unlicensed restaurants and cafes,51.589648,-0.105422,Haringey
2592,PARADISE RESTAURANT (TURNPIKE LANE) LIMITED,15 TURNPIKE LANE,,LONDON,N80EP,56102 - Unlicensed restaurants and cafes,51.589648,-0.105422,Haringey
2593,CALCEYLONE LIMITED,57C 57C TURNPIKE LANE,,WOOD GREEN LONDON,N80EE,56102 - Unlicensed restaurants and cafes,51.589393,-0.107118,Haringey
2594,GUNES LIMITED,3 LOREBURN HOUSE,HOLLOWAY ROAD,LONDON,N79SP,56102 - Unlicensed restaurants and cafes,51.555397,-0.116868,Islington
2595,LORINEVIN LIMITED,488 CALEDONIAN ROAD,HOLLOWAY,LONDON,N79RP,56102 - Unlicensed restaurants and cafes,51.550609,-0.11775799999999999,Islington
2596,ASPENDOS GRILL (LONDON) LIMITED,"UNIT 5, YORK HOUSE",400-404 YORK WAY,LONDON,N79LR,56102 - Unlicensed restaurants and cafes,51.548691999999996,-0.128323,Islington
2597,ER & AY LIMITED,377 CALEDONIAN ROAD,,LONDON,N79DQ,56102 - Unlicensed restaurants and cafes,51.543415,-0.11773800000000001,Islington
2598,HUNGRY FOLKS LTD,UNIT 1,453-455 CALEDONIAN ROAD,LONDON,N79BA,56102 - Unlicensed restaurants and cafes,51.547124,-0.11836600000000001,Islington
